b2c_c2c,seller_id,acceptance_scan_timestamp,shipment_method_id,shipping_fee,carrier_min_estimate,carrier_max_estimate,category_id,item_price,quantity,payment_datetime,delivery_date,package_size,buyer_state,item_state,delivery_time_buss_days,acceptance_scan_timestamp seconds,payment_datetime seconds,delivery_date seconds,new_weight,new_declared_handling_days
B2C,1705,2018-11-16 20:18:00+00:00,0,0.0,3,5,27,35.0,1,2018-11-15 00:20:33+00:00,2018-11-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,PA,3,1542399480,1542241233,1542412800,8,1
C2C,74013,2018-10-26 20:29:00+00:00,0,0.0,3,5,10,11.99,1,2018-10-25 19:59:43+00:00,2018-10-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,FL,2,1540585740,1540497583,1540771200,4,1
B2C,401,2019-06-27 16:21:00+00:00,0,0.0,3,5,10,6.95,1,2019-06-26 14:45:42+00:00,2019-07-01 00:00:00+00:00,LETTER,SC,TX,3,1561652460,1561560342,1561939200,3,1
B2C,46356,2018-11-05 17:22:00+00:00,1,8.5,2,5,1,89.95,1,2018-11-02 10:22:27+00:00,2018-11-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,CA,4,1541438520,1541154147,1541635200,64,1
B2C,11396,2019-02-16 21:02:00+00:00,0,0.0,3,5,8,11.67,1,2019-02-15 21:54:16+00:00,2019-02-22 00:00:00+00:00,NONE,OH,CA,4,1550350920,1550267656,1550793600,8,1
B2C,66260,2018-10-06 17:47:00+00:00,0,3.99,3,5,4,22.99,1,2018-10-05 13:10:04+00:00,2018-10-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,WI,1,1538848020,1538745004,1539043200,16,1
B2C,583083,2018-11-16 15:38:00+00:00,8,8.0,2,5,23,155.0,1,2018-11-15 04:13:46+00:00,2018-11-19 00:00:00+00:00,LARGE_ENVELOPE,CA,FL,3,1542382680,1542255226,1542585600,16,1
B2C,8524,2018-11-20 23:38:00+00:00,10,6.0,2,5,0,45.0,1,2018-11-15 11:21:52+00:00,2018-11-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,MD,5,1542757080,1542280912,1542931200,8,3
B2C,144183,2019-05-29 18:30:00+00:00,1,10.4,2,5,22,10.0,1,2019-05-28 00:58:44+00:00,2019-05-31 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,GA,3,1559154600,1559005124,1559260800,32,2
C2C,143633,2018-10-15 20:18:00+00:00,0,0.0,3,5,5,7.99,1,2018-10-15 01:57:05+00:00,2018-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,NJ,3,1539634680,1539568625,1539820800,4,0
B2C,84453,2019-07-26 23:58:00+00:00,0,5.0,3,5,1,10.0,1,2019-07-25 00:18:51+00:00,2019-07-30 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,SC,CA,4,1564185480,1564013931,1564444800,3,2
C2C,427650,2018-10-23 17:54:00+00:00,1,8.05,2,5,13,15.95,2,2018-10-22 17:12:34+00:00,2018-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,WV,3,1540317240,1540228354,1540425600,48,1
B2C,5170,2019-04-09 06:22:00+00:00,0,0.0,3,5,1,38.4,1,2019-04-07 13:22:27+00:00,2019-04-13 00:00:00+00:00,NONE,MS,CA,5,1554790920,1554643347,1555113600,48,1
B2C,7771,2018-12-04 23:31:00+00:00,0,5.0,3,5,4,9.99,1,2018-12-01 23:16:16+00:00,2018-12-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,MN,4,1543966260,1543706176,1544140800,8,1
B2C,12865,2019-06-18 03:02:00+00:00,0,4.99,3,5,0,16.99,1,2019-06-17 01:48:09+00:00,2019-06-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,CA,3,1560826920,1560736089,1560988800,11,0
B2C,139576,2018-10-06 16:17:00+00:00,0,0.0,3,5,10,23.99,1,2018-10-05 12:09:05+00:00,2018-10-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,MN,1,1538842620,1538741345,1539043200,9,1
B2C,62910,2019-01-04 05:34:00+00:00,0,0.0,3,5,19,8.99,1,2019-01-02 22:29:47+00:00,2019-01-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,OH,3,1546580040,1546468187,1546819200,4,2
B2C,62910,2019-02-20 03:55:00+00:00,0,0.0,3,5,19,9.25,1,2019-02-18 21:12:53+00:00,2019-02-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,KY,OH,2,1550634900,1550524373,1550707200,4,2
B2C,49255,2018-10-19 08:00:00+00:00,0,0.0,3,5,7,2.25,1,2018-10-13 21:36:46+00:00,2018-10-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MA,FL,5,1539936000,1539466606,1540166400,8,1
B2C,128996,2018-10-15 19:26:00+00:00,0,3.34,3,5,10,8.0,1,2018-10-14 14:04:35+00:00,2018-10-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AR,FL,4,1539631560,1539525875,1539907200,9,1
B2C,27576,2018-10-10 00:05:00+00:00,1,13.5,2,5,13,25.0,1,2018-10-09 05:35:47+00:00,2018-10-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ID,CA,2,1539129900,1539063347,1539216000,64,1
B2C,20607,2018-10-09 16:32:00+00:00,2,0.0,2,9,0,24.97,1,2018-10-05 23:19:32+00:00,2018-10-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,NV,3,1539102720,1538781572,1539216000,32,3
B2C,12329,2018-10-26 19:45:00+00:00,0,0.0,3,5,6,32.99,1,2018-10-25 20:58:50+00:00,2018-10-29 00:00:00+00:00,LETTER,TX,FL,2,1540583100,1540501130,1540771200,5,1
B2C,5676,2018-10-09 21:02:00+00:00,1,0.0,2,5,0,21.99,1,2018-10-08 12:17:31+00:00,2018-10-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ND,TX,3,1539118920,1539001051,1539302400,32,1
B2C,2474,2019-10-17 05:10:00+00:00,0,0.0,3,5,1,6.99,1,2019-10-15 23:10:20+00:00,2019-10-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NH,TX,4,1571289000,1571181020,1571443200,4,1
B2C,3433,2018-10-23 17:42:00+00:00,1,0.0,2,5,7,179.5,1,2018-10-22 13:23:24+00:00,2018-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,ME,3,1540316520,1540214604,1540425600,30,1
C2C,217555,2018-10-09 19:07:00+00:00,7,0.0,2,5,9,79.95,1,2018-10-09 15:55:57+00:00,2018-10-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WI,WA,2,1539112020,1539100557,1539216000,112,1
B2C,30647,2019-01-09 22:15:00+00:00,0,4.2,3,5,12,5.0,2,2019-01-08 16:46:02+00:00,2019-01-11 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NV,CA,3,1547072100,1546965962,1547164800,8,2
C2C,381202,2018-10-23 17:40:00+00:00,0,10.0,3,5,8,232.0,1,2018-10-23 04:33:42+00:00,2018-10-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,MD,3,1540316400,1540269222,1540512000,8,3
C2C,155234,2019-01-30 20:40:00+00:00,6,7.35,2,5,0,15.0,1,2019-01-29 13:25:15+00:00,2019-02-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,TN,4,1548880800,1548768315,1549065600,32,2
C2C,533868,2018-10-06 16:13:00+00:00,8,7.05,2,5,8,24.99,1,2018-10-05 19:30:34+00:00,2018-10-09 00:00:00+00:00,LETTER,NC,CT,1,1538842380,1538767834,1539043200,8,3
C2C,1912301,2018-12-18 18:57:00+00:00,0,3.5,3,5,2,6.99,1,2018-12-16 03:26:51+00:00,2018-12-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,WI,5,1545159420,1544930811,1545436800,3,2
B2C,156249,2019-10-26 16:13:00+00:00,1,8.99,2,5,0,29.99,1,2019-10-25 23:12:20+00:00,2019-10-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,LA,2,1572106380,1572045140,1572307200,31,2
C2C,89585,2018-10-19 07:04:00+00:00,1,12.0,2,5,0,15.0,1,2018-10-18 21:15:45+00:00,2018-10-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OK,CA,2,1539932640,1539897345,1540080000,8,1
B2C,5738,2019-03-13 16:32:42+00:00,4,0.0,2,9,9,5.6,1,2019-03-13 04:03:32+00:00,2019-03-22 00:00:00+00:00,NONE,TX,CA,8,1552494762,1552449812,1553212800,8,3
B2C,105243,2018-10-10 13:42:00+00:00,0,0.0,3,5,4,29.95,1,2018-10-09 00:55:50+00:00,2018-10-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,NY,4,1539178920,1539046550,1539388800,8,2
C2C,230506,2018-11-03 15:34:00+00:00,0,4.1,3,5,0,5.25,1,2018-11-03 06:56:06+00:00,2018-11-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AL,PA,0,1541259240,1541228166,1541376000,9,1
B2C,34984,2018-12-11 19:39:00+00:00,3,0.0,2,8,4,19.5,1,2018-12-10 08:00:24+00:00,2018-12-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,CA,7,1544557140,1544428824,1545177600,8,1
B2C,12937,2018-12-14 17:02:00+00:00,0,0.0,3,5,7,29.25,1,2018-12-14 03:01:56+00:00,2018-12-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CT,WI,6,1544806920,1544756516,1545350400,8,1
C2C,280577,2018-10-17 07:26:00+00:00,0,0.0,3,5,15,31.0,1,2018-10-13 22:19:19+00:00,2018-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,3,1539761160,1539469159,1539820800,8,5
C2C,1567749,2018-12-26 20:44:00+00:00,1,25.0,2,5,22,65.0,1,2018-12-24 01:18:48+00:00,2018-12-28 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,AL,3,1545857040,1545614328,1545955200,32,3
B2C,20490,2018-11-02 02:50:00+00:00,0,0.0,3,5,0,100.0,1,2018-10-30 18:19:43+00:00,2018-11-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,WA,4,1541127000,1540923583,1541376000,8,1
C2C,396516,2018-10-15 13:30:00+00:00,0,0.0,3,5,7,26.77,1,2018-10-13 23:46:04+00:00,2018-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,NY,3,1539610200,1539474364,1539820800,8,3
B2C,435,2018-11-16 00:10:00+00:00,2,0.0,2,9,11,22.95,1,2018-11-15 00:18:36+00:00,2018-11-19 00:00:00+00:00,LETTER,TN,CA,3,1542327000,1542241116,1542585600,8,1
C2C,42369,2018-10-30 04:59:00+00:00,0,3.5,3,5,3,7.0,1,2018-10-28 18:57:59+00:00,2018-11-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IN,IA,3,1540875540,1540753079,1541030400,8,1
C2C,127313,2018-11-13 16:59:00+00:00,0,0.0,3,5,2,10.95,3,2018-11-13 01:01:59+00:00,2018-11-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,GA,3,1542128340,1542070919,1542326400,3,1
C2C,231678,2018-11-29 06:41:00+00:00,0,5.0,3,5,0,13.99,1,2018-11-17 22:21:45+00:00,2018-12-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,CA,9,1543473660,1542493305,1543622400,4,1
C2C,592570,2019-01-05 06:50:00+00:00,0,0.0,3,5,0,12.0,1,2019-01-03 13:23:09+00:00,2019-01-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,CA,2,1546671000,1546521789,1546819200,3,3
B2C,1954,2019-06-24 14:42:00+00:00,0,0.0,3,5,5,29.99,1,2019-06-23 23:50:46+00:00,2019-06-26 00:00:00+00:00,LETTER,TX,GA,2,1561387320,1561333846,1561507200,4,1
B2C,45193,2019-01-17 10:43:00+00:00,3,3.68,2,8,18,21.32,1,2019-01-16 03:32:40+00:00,2019-01-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MI,WA,5,1547721780,1547609560,1548201600,48,1
C2C,558867,2018-10-11 18:12:00+00:00,0,4.1,3,5,0,8.0,1,2018-10-10 17:45:45+00:00,2018-10-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,NC,3,1539281520,1539193545,1539388800,9,1
C2C,182619,2019-02-25 23:59:00+00:00,2,15.0,2,9,12,13.99,1,2019-02-23 02:04:57+00:00,2019-02-28 00:00:00+00:00,LETTER,WA,CA,4,1551139140,1550887497,1551312000,8,2
B2C,93046,2018-10-15 22:08:00+00:00,0,4.0,3,5,7,10.95,1,2018-10-14 20:29:24+00:00,2018-10-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,WA,2,1539641280,1539548964,1539734400,8,3
C2C,707314,2018-10-16 15:35:00+00:00,2,7.1,2,9,0,8.0,1,2018-10-16 04:52:11+00:00,2018-10-18 00:00:00+00:00,LARGE_PACKAGE,NJ,MD,2,1539704100,1539665531,1539820800,30,1
C2C,445603,2018-10-08 20:52:00+00:00,0,0.0,3,5,2,21.0,3,2018-10-08 02:44:50+00:00,2018-10-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,WA,4,1539031920,1538966690,1539388800,7,3
B2C,80334,2018-10-18 19:18:00+00:00,0,3.5,3,5,0,5.5,1,2018-10-18 02:34:13+00:00,2018-10-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,AZ,3,1539890280,1539830053,1540166400,8,2
C2C,978371,2018-10-15 14:01:00+00:00,3,3.17,2,8,3,10.0,1,2018-10-12 21:53:18+00:00,2018-10-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,GA,6,1539612060,1539381198,1540166400,32,2
C2C,1237983,2018-10-22 17:05:00+00:00,1,8.8,2,5,14,25.0,1,2018-10-19 17:03:16+00:00,2018-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,OH,4,1540227900,1539968596,1540425600,48,2
B2C,28449,2018-12-19 02:11:00+00:00,5,0.0,2,5,0,72.37,1,2018-12-18 10:39:30+00:00,2018-12-21 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,FL,3,1545185460,1545129570,1545350400,8,1
C2C,122361,2018-10-15 16:23:00+00:00,0,0.0,3,5,13,7.99,1,2018-10-14 23:56:40+00:00,2018-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,KS,3,1539620580,1539561400,1539820800,16,1
C2C,708092,2018-10-29 21:06:00+00:00,0,4.0,3,5,0,7.0,1,2018-10-29 11:48:21+00:00,2018-10-31 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,NC,2,1540847160,1540813701,1540944000,8,2
B2C,87278,2018-10-16 03:51:00+00:00,0,3.5,3,5,2,19.99,1,2018-10-13 06:22:14+00:00,2018-10-16 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,TX,1,1539661860,1539411734,1539648000,3,3
C2C,1522773,2018-10-17 03:20:00+00:00,1,17.3,2,5,6,18.0,1,2018-10-15 11:52:07+00:00,2018-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WA,SC,3,1539746400,1539604327,1539820800,48,2
C2C,133980,2018-10-16 02:22:00+00:00,6,0.0,2,5,6,13.99,1,2018-10-15 06:59:23+00:00,2018-10-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,AZ,CA,2,1539656520,1539586763,1539734400,96,1
C2C,122071,2018-11-01 19:13:00+00:00,0,3.5,3,5,20,10.0,1,2018-11-01 18:03:14+00:00,2018-11-05 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OK,AL,2,1541099580,1541095394,1541376000,4,1
C2C,195739,2019-08-15 14:42:00+00:00,0,0.0,3,5,2,3.99,1,2019-08-15 04:19:01+00:00,2019-08-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,MN,3,1565880120,1565842741,1566000000,4,1
B2C,36602,2018-12-13 17:49:00+00:00,1,0.0,2,5,0,99.95,1,2018-12-12 12:54:10+00:00,2018-12-15 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OR,MI,3,1544723340,1544619250,1544832000,32,1
C2C,505260,2019-09-09 18:08:00+00:00,0,0.0,3,5,5,8.0,1,2019-09-07 23:11:50+00:00,2019-09-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OK,CA,3,1568052480,1567897910,1568246400,3,3
B2C,1244,2019-01-31 22:52:00+00:00,0,0.0,3,5,2,34.5,1,2019-01-31 17:21:14+00:00,2019-02-04 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MN,CA,2,1548975120,1548955274,1549238400,8,1
C2C,378158,2018-10-29 17:14:00+00:00,0,1.0,3,5,15,13.0,1,2018-10-27 19:05:53+00:00,2018-11-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,IN,3,1540833240,1540667153,1541030400,5,2
B2C,244754,2018-10-11 22:44:00+00:00,0,0.0,3,5,2,29.99,1,2018-10-11 17:48:49+00:00,2018-10-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,LA,CA,2,1539297840,1539280129,1539388800,8,1
B2C,36426,2018-10-15 14:49:00+00:00,1,9.85,2,5,0,33.99,1,2018-10-12 22:42:30+00:00,2018-10-18 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,FL,4,1539614940,1539384150,1539820800,26,1
B2C,3719,2019-03-05 05:29:00+00:00,0,0.0,3,5,0,11.65,1,2019-03-02 11:54:10+00:00,2019-03-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,CA,3,1551763740,1551527650,1551916800,6,3
B2C,37897,2018-11-05 22:58:00+00:00,5,0.0,2,5,23,189.3,1,2018-11-04 01:56:53+00:00,2018-11-07 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,OH,2,1541458680,1541296613,1541548800,48,1
B2C,29390,2018-11-05 13:19:00+00:00,4,0.0,2,9,17,11.5,1,2018-11-04 01:30:23+00:00,2018-11-08 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,-1,SC,3,1541423940,1541295023,1541635200,11,1
C2C,5842591,2018-11-08 21:17:00+00:00,1,7.7,2,5,1,62.99,1,2018-11-08 04:27:48+00:00,2018-11-14 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,FL,4,1541711820,1541651268,1542153600,32,2
B2C,219,2018-11-15 21:56:00+00:00,0,0.0,3,5,5,129.99,1,2018-11-14 17:52:10+00:00,2018-11-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,NJ,3,1542318960,1542217930,1542585600,9,1
B2C,38695,2018-11-16 22:41:00+00:00,0,0.0,3,5,2,13.55,1,2018-11-16 16:38:46+00:00,2018-11-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,1,1542408060,1542386326,1542585600,11,0
B2C,138390,2018-11-08 22:28:00+00:00,0,5.99,3,5,0,14.99,1,2018-11-08 13:19:02+00:00,2018-11-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,MI,2,1541716080,1541683142,1542067200,8,2
B2C,735,2018-12-24 23:05:00+00:00,0,0.0,3,5,2,12.99,1,2018-12-22 07:32:39+00:00,2018-12-27 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,NJ,2,1545692700,1545463959,1545868800,4,1
B2C,757,2018-10-24 01:19:00+00:00,3,0.0,2,8,18,0.88,1,2018-10-22 16:10:25+00:00,2018-10-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,CA,5,1540343940,1540224625,1540771200,16,1
B2C,31272,2018-10-18 13:52:00+00:00,0,0.0,3,5,3,40.0,1,2018-10-17 23:27:30+00:00,2018-10-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CT,RI,3,1539870720,1539818850,1540166400,5,3
B2C,50440,2018-11-13 20:42:00+00:00,1,7.25,2,5,4,39.99,1,2018-11-13 14:39:33+00:00,2018-11-15 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,FL,2,1542141720,1542119973,1542240000,32,1
C2C,1125324,2018-10-17 15:29:00+00:00,1,0.0,2,5,3,1000.0,1,2018-10-16 23:34:29+00:00,2018-10-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,KS,ID,3,1539790140,1539732869,1539907200,48,3
B2C,5280,2018-12-05 02:30:00+00:00,1,0.0,2,5,11,69.96,1,2018-12-03 20:36:34+00:00,2018-12-06 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,KY,MA,3,1543977000,1543869394,1544054400,64,1
C2C,38859,2018-10-23 18:22:00+00:00,0,0.0,3,5,0,9.99,2,2018-10-23 00:45:59+00:00,2018-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,CA,3,1540318920,1540255559,1540425600,8,2
B2C,1151,2018-12-21 20:50:00+00:00,3,3.97,2,8,14,19.99,1,2018-12-21 02:31:26+00:00,2018-12-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MO,VA,2,1545425400,1545359486,1545523200,8,3
B2C,87472,2018-10-22 17:08:00+00:00,0,4.25,3,5,0,19.99,1,2018-10-22 03:06:17+00:00,2018-10-24 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,WI,2,1540228080,1540177577,1540339200,5,2
C2C,199575,2018-12-08 17:57:00+00:00,1,11.8,2,5,4,8.75,1,2018-12-07 16:19:44+00:00,2018-12-10 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,TN,1,1544291820,1544199584,1544400000,32,1
C2C,143022,2018-10-22 19:00:00+00:00,0,6.5,3,5,0,19.99,1,2018-10-20 23:53:36+00:00,2018-10-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NC,CO,4,1540234800,1540079616,1540512000,8,1
C2C,833400,2018-10-18 16:12:00+00:00,0,0.0,3,5,3,9.0,1,2018-10-17 00:19:53+00:00,2018-10-20 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,IL,4,1539879120,1539735593,1539993600,8,2
C2C,716809,2018-11-23 20:42:00+00:00,0,3.5,3,5,19,25.0,1,2018-11-23 02:10:57+00:00,2018-11-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NM,PA,1,1543005720,1542939057,1543190400,4,3
C2C,161733,2018-11-26 20:21:00+00:00,0,0.0,3,5,2,5.25,1,2018-11-25 01:18:27+00:00,2018-12-01 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,AZ,5,1543263660,1543108707,1543622400,5,1
B2C,332,2019-07-22 22:17:00+00:00,0,0.0,3,5,2,7.1,1,2019-07-21 17:49:14+00:00,2019-07-25 00:00:00+00:00,NONE,-1,FL,3,1563833820,1563731354,1564012800,8,0
B2C,6136,2018-11-01 18:33:00+00:00,1,0.0,2,5,0,18.0,1,2018-10-31 17:52:32+00:00,2018-11-03 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,TX,FL,3,1541097180,1541008352,1541203200,32,1
B2C,2763,2018-11-14 21:00:00+00:00,1,19.05,2,5,0,76.49,1,2018-11-14 00:32:48+00:00,2018-11-17 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,KY,4,1542229200,1542155568,1542412800,112,1
B2C,1818,2018-10-24 23:31:00+00:00,0,3.99,3,5,7,6.5,1,2018-10-22 06:12:44+00:00,2018-10-27 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,NY,5,1540423860,1540188764,1540598400,256,1
C2C,310908,2018-11-08 19:59:00+00:00,0,4.0,3,5,9,15.99,1,2018-11-08 00:49:14+00:00,2018-11-15 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NJ,NY,5,1541707140,1541638154,1542240000,16,1
B2C,3038,2019-03-29 00:25:00+00:00,0,0.0,3,5,5,8.99,1,2019-03-28 00:18:40+00:00,2019-03-30 00:00:00+00:00,LARGE_ENVELOPE,WA,NY,3,1553819100,1553732320,1553904000,4,1
B2C,3038,2019-04-16 01:24:00+00:00,0,0.0,3,5,5,8.99,1,2019-04-15 01:01:24+00:00,2019-04-17 00:00:00+00:00,LARGE_ENVELOPE,MD,NY,2,1555377840,1555290084,1555459200,4,1
B2C,7713,2019-02-11 22:41:00+00:00,0,0.0,3,5,2,7.54,1,2019-02-11 11:19:15+00:00,2019-02-14 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,UT,CA,3,1549924860,1549883955,1550102400,8,2
B2C,13382,2018-10-12 21:04:00+00:00,0,0.0,3,5,2,11.99,1,2018-10-12 04:01:59+00:00,2018-10-15 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,2,1539378240,1539316919,1539561600,2,1
B2C,10407,2019-01-23 02:19:00+00:00,3,3.79,2,8,16,5.99,1,2019-01-20 02:15:50+00:00,2019-01-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,OH,NY,3,1548209940,1547950550,1548374400,5,0
B2C,20615,2018-10-31 01:52:00+00:00,0,0.0,3,5,2,24.9,1,2018-10-27 15:14:39+00:00,2018-11-02 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,FL,PA,4,1540950720,1540653279,1541116800,12,1
C2C,836545,2018-11-01 16:46:00+00:00,0,3.5,3,5,2,32.0,1,2018-10-17 22:40:49+00:00,2018-10-22 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,SD,CO,3,1541090760,1539816049,1540166400,3,3
B2C,94867,2018-10-17 23:17:00+00:00,0,5.0,3,5,2,37.99,1,2018-10-17 12:42:02+00:00,2018-10-19 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,VA,CA,2,1539818220,1539780122,1539907200,8,2
C2C,1217810,2018-10-23 09:42:00+00:00,0,0.0,3,5,15,4.01,1,2018-10-18 04:41:30+00:00,2018-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,IL,GA,5,1540287720,1539837690,1540425600,4,2
B2C,205017,2019-01-07 23:18:57+00:00,0,5.95,3,5,29,99.0,1,2018-12-24 21:52:58+00:00,2019-01-09 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,GA,NJ,10,1546903137,1545688378,1546992000,8,10
C2C,384565,2018-10-12 07:29:00+00:00,0,3.5,3,5,2,20.5,1,2018-10-11 17:46:17+00:00,2018-10-12 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,CA,CA,1,1539329340,1539279977,1539302400,16,1
C2C,734849,2018-10-26 14:01:00+00:00,9,0.0,2,5,3,9.99,1,2018-10-24 03:25:15+00:00,2018-10-29 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,PA,IN,4,1540562460,1540351515,1540771200,15,3
B2C,27441,2018-10-22 20:43:00+00:00,0,5.99,3,5,0,4.25,1,2018-10-19 00:09:08+00:00,2018-10-25 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,NY,IA,5,1540240980,1539907748,1540425600,8,3
B2C,72118,2018-11-06 21:10:00+00:00,1,0.0,2,5,4,75.0,1,2018-11-05 19:32:47+00:00,2018-11-13 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,ND,IL,5,1541538600,1541446367,1542067200,48,1
B2C,10001,2018-10-16 18:07:00+00:00,2,0.0,2,9,3,13.0,1,2018-10-15 12:37:53+00:00,2018-10-23 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,WI,CO,6,1539713220,1539607073,1540252800,32,3
B2C,30193,2018-10-24 18:57:00+00:00,0,5.15,3,5,0,1.99,1,2018-10-24 05:23:50+00:00,2018-10-26 00:00:00+00:00,PACKAGE_THICK_ENVELOPE,MA,PA,2,1540407420,1540358630,1540512000,12,1
